"","LotFrontage","LotArea","Alley","LotConfig","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","RoofStyle","RoofMatl","Exterior1st","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","Heating","X1stFlrSF","X2ndFlrSF","LowQualFinSF","FullBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageArea","GarageCond","PavedDrive","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1",0.212804280727192,-0.207070756682052,"NoAlley","Inside","CollgCr","Norm","Norm","1Fam","2Story","7","Average",1.05063379786737,"Gable","CompShg","VinylSd",0.509839688100742,"Gd","TA","PConc","Gd","TA","GasA",-0.793162022889067,1.16145362493334,-0.120200538008602,0.789470016700575,"3",-0.211381153187867,"Gd","8","Typ","0","Attchd",0.350880094686988,"TA","Y","NoFence","NoMiscF",-0.0876577763013636,-1.59856336458641,0.138729954271588,"WD","Normal",0.347154270180101
"2",0.645526077191956,-0.0918548989935732,"NoAlley","FR2&3","Veenker","Feedr","Norm","1Fam","1Story","6","Good",0.156680025674322,"Gable","CompShg","MetalSd",-0.572637289211919,"TA","TA","CBlock","Gd","TA","GasA",0.257052352914191,-0.794890864438069,-0.120200538008602,0.789470016700575,"3",-0.211381153187867,"TA","6","Typ","1","Attchd",-0.0607102107607402,"TA","Y","NoFence","NoMiscF",-0.0876577763013636,-0.488942518803767,-0.614228161849104,"WD","Normal",0.00728582419466716
"3",0.299348640020145,0.0734548098638094,"NoAlley","Inside","CollgCr","Norm","Norm","1Fam","2Story","7","Average",0.984414999927141,"Gable","CompShg","VinylSd",0.322063069587321,"Gd","TA","PConc","Gd","TA","GasA",-0.627610988279686,1.18894324305097,-0.120200538008602,0.789470016700575,"3",-0.211381153187867,"Gd","6","Typ","1","Attchd",0.631509848401348,"TA","Y","NoFence","NoMiscF",-0.0876577763013636,0.990551942239756,0.138729954271588,"WD","Normal",0.535970073505342
"4",0.0685636819056042,-0.0968642841104636,"NoAlley","Corner","Crawfor","Norm","Norm","1Fam","2Story","7","Average",-1.86299331150256,"Gable","CompShg","Wd Sdng",-0.572637289211919,"TA","TA","BrkTil","TA","Gd","GasA",-0.521554856733052,0.936955076972689,-0.120200538008602,-1.02568939177634,"3",-0.211381153187867,"Gd","7","Typ","1","Detchd",0.790533375506153,"TA","Y","NoFence","NoMiscF",-0.0876577763013636,-1.59856336458641,-1.3671862779698,"WD","Abnorml",-0.515104565005166
"5",0.760918556249226,0.37501979390061,"NoAlley","FR2&3","NoRidge","Norm","Norm","1Fam","2Story","8","Average",0.951305600957028,"Gable","CompShg","VinylSd",1.36035731313212,"Gd","TA","PConc","Gd","TA","GasA",-0.045595632231083,1.61732312538406,-0.120200538008602,0.789470016700575,"4",-0.211381153187867,"Gd","9","Typ","1","Attchd",1.69790291251592,"TA","Y","NoFence","NoMiscF",-0.0876577763013636,2.1001727880224,0.138729954271588,"WD","Normal",0.869544659379934
"6",0.789766676013544,0.360492577061628,"NoAlley","Inside","Mitchel","Norm","Norm","1Fam","1.5Fin","5","Average",0.719539808166239,"Gable","CompShg","VinylSd",-0.572637289211919,"TA","TA","SlaStnWood","Gd","TA","GasA",-0.948366117835361,0.501702790110197,-0.120200538008602,-1.02568939177634,"1",-0.211381153187867,"TA","5","Typ","0","Attchd",0.0328330404773799,"TA","Y","MnPrv","MiscF",1.32328258625248,1.36042555750064,0.89168807039228,"WD","Normal",-0.477341404340118
"7",0.501285478370368,-0.0433640510620743,"NoAlley","Inside","Somerst","Norm","Norm","1Fam","1Story","8","Average",1.08374319683748,"Gable","CompShg","VinylSd",0.454611270890912,"Gd","TA","PConc","Ex","TA","GasA",1.37452183652751,-0.794890864438069,-0.120200538008602,0.789470016700575,"3",-0.211381153187867,"Gd","7","Typ","1","Attchd",0.762470400134717,"TA","Y","NoFence","NoMiscF",-0.0876577763013636,0.620678326978875,-0.614228161849104,"WD","Normal",1.58704471201585
"8",-1.66232350395345,-0.0135081157654077,"NoAlley","Corner","NWAmes","PosC","Norm","1Fam","2Story","7","Average",0.057351828763984,"Gable","CompShg","HdBoard",0.752844723823992,"TA","TA","CBlock","Gd","TA","GasA",-0.143891559030403,1.45696701969788,-0.120200538008602,0.789470016700575,"3",-0.211381153187867,"TA","7","Typ",">=2","Attchd",0.0515416907250039,"TA","Y","NoFence","MiscF",0.617812404975557,1.73029917276152,0.89168807039228,"WD","Normal",0.240158648295798
"9",-0.191069395973254,-0.440508103129144,"NoAlley","Inside","OldTown","Artery","Norm","1Fam","1.5Fin","7","Average",-1.33324292798075,"Gable","CompShg","BrkCinStone",-0.572637289211919,"TA","TA","BrkTil","TA","TA","GasA",-0.363764026870986,0.927791870933479,-0.120200538008602,0.789470016700575,"2",4.32709654761045,"TA","8","Min1",">=2","Detchd",-0.0232929102654922,"TA","Y","NoFence","NoMiscF",-0.0876577763013636,-0.858816134064648,0.138729954271588,"WD","Abnorml",-0.642240539244161
"10",-0.219917515737572,-0.310264090089994,"NoAlley","Corner","BrkSide","Artery","Not-Norm","2fmCon","1.5Unf","5","Average",-1.06836773621985,"Gable","CompShg","MetalSd",-0.572637289211919,"TA","TA","BrkTil","TA","TA","GasA",-0.22149360650355,-0.794890864438069,-0.120200538008602,-1.02568939177634,"2",4.32709654761045,"TA","5","Typ",">=2","Attchd",-1.25338666404677,"TA","Y","NoFence","NoMiscF",-0.0876577763013636,-1.96843697984729,0.138729954271588,"WD","Normal",-0.792034409882186
